1561375723.382705;0;122
1561375723.556630;0.173924922943;383
1561375723.663937;0.107307195663;193
1561375724.001420;0.33748292923;310
1561375724.415917;0.414496898651;251
1561375725.532713;1.11679601669;195
1561375725.854572;0.321859121323;349
1561375725.884773;0.030200958252;237
1561375726.300106;0.415333032608;105
1561375726.615596;0.315490007401;121
1561375727.230436;0.61484003067;132
1561375727.358733;0.128296852112;144
1561375727.514361;0.155627965927;360
1561375727.592867;0.0785059928894;172
1561375727.889275;0.296408176422;103
1561375728.364031;0.474756002426;344
1561375729.250211;0.886179924011;110
1561375731.461813;2.21160197258;120
1561375732.206969;0.745156049728;205
1561375732.235836;0.0288670063019;373
1561375732.800076;0.56423997879;261
1561375733.121275;0.321198940277;258
1561375734.304054;1.18277907372;103
1561375734.590203;0.286149024963;253
1561375734.782575;0.192371845245;114
1561375735.050112;0.267537117004;233
1561375735.939919;0.889806985855;111
1561375736.678606;0.738687038422;303
1561375737.171470;0.492863893509;343
1561375737.899477;0.728007078171;280
1561375738.050538;0.151061058044;313
1561375738.874626;0.8240878582;398
1561375739.004939;0.130313158035;353
1561375739.610520;0.605580806732;292
1561375739.768461;0.157941102982;208
1561375741.139496;1.37103509903;118
1561375741.720930;0.581434011459;329
1561375742.386961;0.666030883789;172
1561375742.550302;0.16334104538;293
1561375743.191221;0.640918970108;328
1561375744.536236;1.34501504898;320
1561375745.102824;0.566587924957;391
1561375745.516411;0.413587093353;303
1561375746.581189;1.0647778511;106
1561375747.220569;0.63937997818;340
1561375747.531387;0.310818195343;116
1561375748.570871;1.03948402405;308
1561375748.577575;0.00670385360718;147
1561375749.482091;0.904515981674;193
1561375749.769076;0.28698515892;290
1561375750.186640;0.417563915253;102
1561375750.332636;0.14599609375;329
1561375750.402651;0.0700149536133;320
1561375750.568216;0.165565013885;106
1561375750.713547;0.145330905914;173
1561375751.415390;0.7018430233;186
1561375751.573359;0.157968997955;145
1561375751.816682;0.243323087692;101
1561375752.105319;0.288636922836;105
1561375752.113621;0.0083019733429;318
1561375752.576900;0.463279008865;187
1561375753.094525;0.51762509346;285
1561375753.179160;0.0846350193024;105
1561375754.774534;1.59537386894;208
1561375755.190128;0.415594100952;134
1561375756.008056;0.817927837372;208
1561375757.867810;1.85975408554;263
1561375758.056042;0.188231945038;219
1561375758.710371;0.654329061508;281
1561375758.972430;0.262058973312;187
1561375759.400994;0.428564071655;194
1561375759.850574;0.449579954147;233
1561375761.434427;1.58385300636;321
1561375763.144575;1.71014809608;134
1561375764.247324;1.10274887085;366
1561375764.391761;0.144437074661;179
1561375765.031735;0.63997387886;323
1561375765.157609;0.125874042511;205
1561375765.683894;0.52628493309;225
1561375766.336211;0.652317047119;237
1561375766.489218;0.153007030487;145
