Llegada_Acumulada;Tiempo_Servicio;Tiempo_Entrada;Tiempo_Salida;Elementos_Sistema;Tiempo_Sistema
30.873169;1.153745;30.873169;32.026914;1;1.153745
34.052080;0.288938;34.052080;34.341017;1;0.288938
35.061028;0.398878;35.061028;35.459906;1;0.398878
37.443764;0.119841;37.443764;37.563605;1;0.119841
38.084793;0.131451;38.084793;38.216244;1;0.131451
39.540744;0.030796;39.540744;39.571540;1;0.030796
39.611455;0.094255;39.611455;39.705710;1;0.094255
40.198272;0.496538;40.198272;40.694811;1;0.496538
40.463474;0.661302;40.694811;41.356113;2;0.892638
41.840374;0.201667;41.840374;42.042040;1;0.201667
41.972785;0.105324;42.042040;42.147365;2;0.174580
42.055883;0.110459;42.147365;42.257823;2;0.201940
42.266074;0.278180;42.266074;42.544254;1;0.278180
42.386757;0.093507;42.544254;42.637761;2;0.251004
44.953639;0.034039;44.953639;44.987678;1;0.034039
44.968863;0.355682;44.987678;45.343360;2;0.374497
45.081018;0.040455;45.343360;45.383815;2;0.302797
47.374482;0.228856;47.374482;47.603339;1;0.228856
51.294454;0.161977;51.294454;51.456431;1;0.161977
51.681768;0.064051;51.681768;51.745819;1;0.064051
51.965848;0.846411;51.965848;52.812259;1;0.846411
52.436801;0.344635;52.812259;53.156894;2;0.720093
52.918797;0.043360;53.156894;53.200254;2;0.281457
54.597929;0.116621;54.597929;54.714550;1;0.116621
55.272254;0.192034;55.272254;55.464288;1;0.192034
55.626499;0.166954;55.626499;55.793453;1;0.166954
55.758532;0.165261;55.793453;55.958714;2;0.200182
56.402408;0.141503;56.402408;56.543911;1;0.141503
57.013527;0.067250;57.013527;57.080777;1;0.067250
58.778790;0.030899;58.778790;58.809689;1;0.030899
58.927400;0.043729;58.927400;58.971129;1;0.043729
61.872830;0.005639;61.872830;61.878469;1;0.005639
62.968594;0.416643;62.968594;63.385237;1;0.416643
64.276763;0.433358;64.276763;64.710121;1;0.433358
64.667991;0.035088;64.710121;64.745209;2;0.077218
65.435407;0.093925;65.435407;65.529332;1;0.093925
66.104441;0.088927;66.104441;66.193368;1;0.088927
66.407225;0.022887;66.407225;66.430112;1;0.022887
66.955463;0.005989;66.955463;66.961452;1;0.005989
68.053488;0.155731;68.053488;68.209218;1;0.155731
69.785502;0.365071;69.785502;70.150573;1;0.365071
69.944871;0.034879;70.150573;70.185452;2;0.240580
69.991033;0.016769;70.185452;70.202221;3;0.211187
71.964925;0.062767;71.964925;72.027692;1;0.062767
74.028592;0.916527;74.028592;74.945119;1;0.916527
81.623940;0.274219;81.623940;81.898160;1;0.274219
82.157046;0.163490;82.157046;82.320535;1;0.163490
