Llegada_Acumulada;Tiempo_Servicio;Tiempo_Entrada;Tiempo_Salida;Elementos_Sistema;Tiempo_Sistema
15.436585;0.988924;15.436585;16.425509;1;0.988924
17.026040;0.247661;17.026040;17.273701;1;0.247661
17.530514;0.341896;17.530514;17.872410;1;0.341896
18.721882;0.102721;18.721882;18.824603;1;0.102721
19.042397;0.112672;19.042397;19.155069;1;0.112672
19.770372;0.026396;19.770372;19.796769;1;0.026396
19.805728;0.080790;19.805728;19.886517;1;0.080790
20.099136;0.425604;20.099136;20.524741;1;0.425604
20.231737;0.566830;20.524741;21.091571;2;0.859834
20.920187;0.172857;21.091571;21.264428;2;0.344241
20.986392;0.090278;21.264428;21.354706;3;0.368313
21.027941;0.094679;21.354706;21.449385;4;0.421443
21.133037;0.238440;21.449385;21.687825;4;0.554788
21.193379;0.080149;21.687825;21.767973;5;0.574595
22.476820;0.029176;22.476820;22.505995;1;0.029176
22.484432;0.304871;22.505995;22.810866;2;0.326434
22.540509;0.034676;22.810866;22.845542;2;0.305033
23.687241;0.196163;23.687241;23.883404;1;0.196163
25.647227;0.138838;25.647227;25.786064;1;0.138838
25.840884;0.054901;25.840884;25.895785;1;0.054901
25.982924;0.725495;25.982924;26.708419;1;0.725495
26.218401;0.295401;26.708419;27.003821;2;0.785420
26.459398;0.037166;27.003821;27.040986;3;0.581588
27.298964;0.099961;27.298964;27.398925;1;0.099961
27.636127;0.164601;27.636127;27.800728;1;0.164601
27.813250;0.143103;27.813250;27.956353;1;0.143103
27.879266;0.141653;27.956353;28.098005;2;0.218739
28.201204;0.121288;28.201204;28.322493;1;0.121288
28.506764;0.057643;28.506764;28.564406;1;0.057643
29.389395;0.026484;29.389395;29.415879;1;0.026484
29.463700;0.037482;29.463700;29.501182;1;0.037482
30.936415;0.004834;30.936415;30.941249;1;0.004834
31.484297;0.357123;31.484297;31.841420;1;0.357123
32.138381;0.371450;32.138381;32.509832;1;0.371450
32.333996;0.030075;32.509832;32.539907;2;0.205911
32.717703;0.080507;32.717703;32.798210;1;0.080507
33.052220;0.076224;33.052220;33.128444;1;0.076224
33.203613;0.019618;33.203613;33.223230;1;0.019618
33.477732;0.005133;33.477732;33.482865;1;0.005133
34.026744;0.133483;34.026744;34.160227;1;0.133483
34.892751;0.312918;34.892751;35.205669;1;0.312918
34.972436;0.029896;35.205669;35.235565;2;0.263130
34.995517;0.014373;35.235565;35.249939;3;0.254422
35.982462;0.053801;35.982462;36.036263;1;0.053801
37.014296;0.785595;37.014296;37.799890;1;0.785595
40.811970;0.235045;40.811970;41.047015;1;0.235045
41.078523;0.140134;41.078523;41.218657;1;0.140134
42.888462;0.109460;42.888462;42.997922;1;0.109460
43.009279;0.116559;43.009279;43.125838;1;0.116559
43.631843;0.022655;43.631843;43.654498;1;0.022655
43.953097;0.045269;43.953097;43.998366;1;0.045269
44.614636;0.034858;44.614636;44.649494;1;0.034858
44.994232;0.232081;44.994232;45.226313;1;0.232081
45.396633;0.045264;45.396633;45.441897;1;0.045264
45.413881;0.039800;45.441897;45.481698;2;0.067817
45.795604;0.020064;45.795604;45.815669;1;0.020064
46.800416;0.023882;46.800416;46.824298;1;0.023882
48.806678;0.008709;48.806678;48.815388;1;0.008709
49.006856;0.031883;49.006856;49.038738;1;0.031883
49.978554;0.070506;49.978554;50.049060;1;0.070506
50.026653;0.036521;50.049060;50.085581;2;0.058927
50.529126;0.008189;50.529126;50.537315;1;0.008189
50.590311;0.115614;50.590311;50.705924;1;0.115614
51.497226;0.122299;51.497226;51.619525;1;0.122299
51.864363;0.495662;51.864363;52.360025;1;0.495662
52.112799;0.033266;52.360025;52.393292;2;0.280492
52.963311;0.092018;52.963311;53.055329;1;0.092018
53.016681;0.167871;53.055329;53.223199;2;0.206518
53.046224;0.135241;53.223199;53.358440;3;0.312216
53.082234;0.013256;53.358440;53.371696;3;0.289462
53.625005;0.089941;53.625005;53.714946;1;0.089941
53.801861;0.004203;53.801861;53.806064;1;0.004203
53.933789;0.040728;53.933789;53.974517;1;0.040728
55.132984;0.022552;55.132984;55.155536;1;0.022552
56.005485;0.560510;56.005485;56.565995;1;0.560510
56.440364;0.173735;56.565995;56.739731;2;0.299367
56.926487;0.124366;56.926487;57.050853;1;0.124366
57.915116;0.137908;57.915116;58.053025;1;0.137908
58.517470;0.551808;58.517470;59.069278;1;0.551808
59.233529;0.470555;59.233529;59.704084;1;0.470555
59.988191;0.091933;59.988191;60.080124;1;0.091933
60.340270;0.017853;60.340270;60.358123;1;0.017853
60.468471;0.404311;60.468471;60.872782;1;0.404311
61.529431;0.085978;61.529431;61.615409;1;0.085978
62.066027;0.111926;62.066027;62.177953;1;0.111926
62.331437;0.076555;62.331437;62.407993;1;0.076555
63.661589;0.028536;63.661589;63.690125;1;0.028536
64.115799;0.076474;64.115799;64.192273;1;0.076474
64.943119;0.016283;64.943119;64.959401;1;0.016283
65.810812;0.224520;65.810812;66.035333;1;0.224520
66.888983;0.262770;66.888983;67.151753;1;0.262770
66.892674;0.054765;67.151753;67.206518;2;0.313843
66.996928;0.063262;67.206518;67.269779;3;0.272852
67.552256;0.043488;67.552256;67.595744;1;0.043488
67.649362;0.046679;67.649362;67.696042;1;0.046679
67.858651;0.146437;67.858651;68.005088;1;0.146437
68.105500;0.125638;68.105500;68.231139;1;0.125638
68.207812;0.036604;68.231139;68.267743;2;0.059931
68.854559;0.443835;68.854559;69.298393;1;0.443835
69.109105;0.095051;69.298393;69.393444;2;0.284339
69.339952;0.244264;69.393444;69.637708;2;0.297756
69.979119;0.113284;69.979119;70.092404;1;0.113284
70.199935;0.042469;70.199935;70.242405;1;0.042469
70.641297;0.068740;70.641297;70.710037;1;0.068740
70.881696;0.022473;70.881696;70.904169;1;0.022473
71.735064;0.168270;71.735064;71.903334;1;0.168270
73.614110;0.670073;73.614110;74.284183;1;0.670073
73.638993;0.001327;74.284183;74.285510;2;0.646518
74.431512;0.072004;74.431512;74.503516;1;0.072004
74.464767;0.082942;74.503516;74.586457;2;0.121690
74.766543;0.117566;74.766543;74.884109;1;0.117566
75.166072;0.168792;75.166072;75.334864;1;0.168792
75.968761;0.219058;75.968761;76.187819;1;0.219058
77.467672;0.223249;77.467672;77.690920;1;0.223249
77.744744;0.012718;77.744744;77.757462;1;0.012718
78.183748;0.060629;78.183748;78.244378;1;0.060629
78.700581;0.076177;78.700581;78.776758;1;0.076177
79.168897;0.483687;79.168897;79.652585;1;0.483687
79.795625;0.341469;79.795625;80.137094;1;0.341469
80.201158;0.010993;80.201158;80.212151;1;0.010993
80.242151;0.071571;80.242151;80.313722;1;0.071571
80.316897;0.602677;80.316897;80.919574;1;0.602677
80.504825;0.024133;80.919574;80.943707;2;0.438882
81.526294;0.402737;81.526294;81.929031;1;0.402737
83.694932;0.134092;83.694932;83.829024;1;0.134092
83.767054;0.599412;83.829024;84.428436;2;0.661382
83.806420;0.017175;84.428436;84.445611;3;0.639192
84.012613;0.060465;84.445611;84.506076;3;0.493464
85.298893;0.339343;85.298893;85.638236;1;0.339343
88.163115;0.091597;88.163115;88.254712;1;0.091597
88.281131;0.060660;88.281131;88.341790;1;0.060660
88.583797;0.032166;88.583797;88.615963;1;0.032166
88.743382;0.196160;88.743382;88.939542;1;0.196160
89.426145;0.282562;89.426145;89.708708;1;0.282562
89.790067;0.108596;89.790067;89.898663;1;0.108596
90.936999;0.097822;90.936999;91.034821;1;0.097822
91.013345;0.657201;91.034821;91.692022;2;0.678678
91.111613;0.005191;91.692022;91.697213;2;0.585600
93.081326;0.010426;93.081326;93.091751;1;0.010426
94.462998;0.467309;94.462998;94.930307;1;0.467309
95.292688;0.183564;95.292688;95.476252;1;0.183564
95.694935;0.061676;95.694935;95.756612;1;0.061676
96.639764;0.102739;96.639764;96.742503;1;0.102739
96.855419;0.089548;96.855419;96.944967;1;0.089548
97.370706;0.133016;97.370706;97.503721;1;0.133016
97.533576;0.045999;97.533576;97.579576;1;0.045999
98.125431;0.319836;98.125431;98.445267;1;0.319836
98.172158;0.042839;98.445267;98.488106;2;0.315948
98.887683;0.061245;98.887683;98.948929;1;0.061245
99.386961;0.520386;99.386961;99.907347;1;0.520386
99.468657;0.453496;99.907347;100.360844;2;0.892187
100.908779;0.121889;100.908779;101.030669;1;0.121889
101.276042;0.098538;101.276042;101.374579;1;0.098538
101.285874;0.071199;101.374579;101.445779;2;0.159904
101.331573;0.041018;101.445779;101.486797;3;0.155224
101.500140;0.004185;101.500140;101.504324;1;0.004185
103.266732;0.190102;103.266732;103.456834;1;0.190102
105.266872;0.359616;105.266872;105.626489;1;0.359616
106.200214;0.309782;106.200214;106.509996;1;0.309782
106.339715;0.009106;106.509996;106.519102;2;0.179386
107.364448;0.074745;107.364448;107.439193;1;0.074745
108.414171;0.073171;108.414171;108.487342;1;0.073171
109.774186;0.194640;109.774186;109.968825;1;0.194640
110.217005;0.007570;110.217005;110.224575;1;0.007570
110.736947;0.582108;110.736947;111.319055;1;0.582108
110.750414;0.038763;111.319055;111.357818;2;0.607403
110.824679;0.129078;111.357818;111.486896;3;0.662217
110.895537;0.471901;111.486896;111.958797;4;1.063259
111.679495;0.122799;111.958797;112.081596;2;0.402101
111.687142;0.081725;112.081596;112.163321;3;0.476179
111.962739;0.108402;112.163321;112.271723;3;0.308984
112.346502;0.038995;112.346502;112.385497;1;0.038995
112.945026;0.124865;112.945026;113.069891;1;0.124865
114.103754;0.284128;114.103754;114.387882;1;0.284128
114.283423;0.244616;114.387882;114.632498;2;0.349075
114.339965;0.044787;114.632498;114.677285;3;0.337320
114.938154;0.279635;114.938154;115.217789;1;0.279635
115.034886;0.116570;115.217789;115.334359;2;0.299473
115.298607;0.003233;115.334359;115.337592;2;0.038985
115.642499;0.015424;115.642499;115.657922;1;0.015424
115.803423;0.191736;115.803423;115.995159;1;0.191736
116.197113;0.191368;116.197113;116.388481;1;0.191368
116.217270;0.582662;116.388481;116.971143;2;0.753873
116.247974;0.014741;116.971143;116.985883;3;0.737909
117.410027;0.093110;117.410027;117.503137;1;0.093110
118.644338;0.032701;118.644338;118.677039;1;0.032701
118.714595;0.335098;118.714595;119.049693;1;0.335098
118.778358;0.730710;119.049693;119.780403;2;1.002045
119.578073;0.107060;119.780403;119.887464;2;0.309391
119.797921;0.009759;119.887464;119.897223;2;0.099301
120.957146;0.080078;120.957146;121.037224;1;0.080078
121.296193;0.059481;121.296193;121.355675;1;0.059481
121.352825;0.043837;121.355675;121.399512;2;0.046686
121.538901;0.030220;121.538901;121.569120;1;0.030220
122.251608;0.038546;122.251608;122.290154;1;0.038546
122.383117;0.087404;122.383117;122.470521;1;0.087404
122.749008;0.125853;122.749008;122.874861;1;0.125853
124.053784;0.091590;124.053784;124.145374;1;0.091590
124.392792;0.040793;124.392792;124.433586;1;0.040793
125.408717;0.667084;125.408717;126.075801;1;0.667084
125.543328;0.327247;126.075801;126.403048;2;0.859719
125.560993;0.345197;126.403048;126.748244;3;1.187252
126.638419;0.015644;126.748244;126.763889;2;0.125470
126.785440;0.217262;126.785440;127.002701;1;0.217262
127.053118;0.203403;127.053118;127.256521;1;0.203403
127.114507;0.132301;127.256521;127.388822;2;0.274315
128.551240;0.010796;128.551240;128.562035;1;0.010796
128.947811;0.019766;128.947811;128.967578;1;0.019766
129.682148;0.102210;129.682148;129.784358;1;0.102210
129.962108;0.022732;129.962108;129.984840;1;0.022732
130.722903;0.011832;130.722903;130.734736;1;0.011832
132.349817;0.127933;132.349817;132.477750;1;0.127933
133.810881;0.321750;133.810881;134.132631;1;0.321750
134.128526;0.079564;134.132631;134.212195;2;0.083669
135.212144;0.450952;135.212144;135.663095;1;0.450952
135.557816;0.045990;135.663095;135.709085;2;0.151270
135.910192;0.151581;135.910192;136.061773;1;0.151581
137.585331;0.143392;137.585331;137.728723;1;0.143392
137.629419;0.097620;137.728723;137.826343;2;0.196924
137.703803;0.011363;137.826343;137.837706;3;0.133903
139.792218;0.176858;139.792218;139.969076;1;0.176858
140.507115;0.047633;140.507115;140.554748;1;0.047633
141.650602;0.035976;141.650602;141.686578;1;0.035976
142.354540;0.120016;142.354540;142.474556;1;0.120016
142.617003;0.094933;142.617003;142.711936;1;0.094933
142.748572;0.046615;142.748572;142.795187;1;0.046615
142.857912;0.042915;142.857912;142.900827;1;0.042915
143.198344;0.028644;143.198344;143.226988;1;0.028644
144.611219;0.078839;144.611219;144.690058;1;0.078839
144.685616;0.085101;144.690058;144.775159;2;0.089543
144.779592;0.298144;144.779592;145.077736;1;0.298144
144.950715;0.922200;145.077736;145.999937;2;1.049222
146.674905;0.176179;146.674905;146.851084;1;0.176179
146.874074;0.171884;146.874074;147.045957;1;0.171884
147.291616;0.185314;147.291616;147.476931;1;0.185314
148.334182;0.286781;148.334182;148.620963;1;0.286781
149.461353;0.125285;149.461353;149.586637;1;0.125285
149.560222;0.192372;149.586637;149.779009;2;0.218787
150.514381;0.611062;150.514381;151.125443;1;0.611062
151.268562;0.148790;151.268562;151.417352;1;0.148790
151.404512;0.123520;151.417352;151.540872;2;0.136359
151.592448;0.091591;151.592448;151.684039;1;0.091591
152.146962;0.277202;152.146962;152.424164;1;0.277202
152.636900;0.042117;152.636900;152.679017;1;0.042117
152.794334;0.044577;152.794334;152.838911;1;0.044577
153.669374;0.083676;153.669374;153.753050;1;0.083676
153.858167;0.019820;153.858167;153.877987;1;0.019820
154.149513;0.152138;154.149513;154.301651;1;0.152138
154.461649;0.005495;154.461649;154.467145;1;0.005495
154.501620;0.040581;154.501620;154.542201;1;0.040581
154.689359;0.155736;154.689359;154.845095;1;0.155736
155.199168;0.049349;155.199168;155.248517;1;0.049349
155.404994;0.131812;155.404994;155.536806;1;0.131812
157.548670;0.128087;157.548670;157.676757;1;0.128087
157.750769;0.216664;157.750769;157.967433;1;0.216664
158.961358;0.068852;158.961358;159.030210;1;0.068852
160.938259;0.218106;160.938259;161.156365;1;0.218106
161.728065;0.140315;161.728065;161.868380;1;0.140315
162.186432;0.174907;162.186432;162.361339;1;0.174907
162.509299;0.033286;162.509299;162.542585;1;0.033286
162.971082;0.045535;162.971082;163.016617;1;0.045535
163.151364;0.065556;163.151364;163.216920;1;0.065556
164.198977;0.044302;164.198977;164.243280;1;0.044302
165.088775;0.510242;165.088775;165.599017;1;0.510242
165.853882;0.252467;165.853882;166.106349;1;0.252467
166.739616;0.091062;166.739616;166.830678;1;0.091062
167.320563;0.014868;167.320563;167.335431;1;0.014868
167.726845;0.362340;167.726845;168.089185;1;0.362340
168.720762;0.089278;168.720762;168.810040;1;0.089278
168.941697;0.024553;168.941697;168.966250;1;0.024553
168.957053;0.153942;168.966250;169.120192;2;0.163139
169.457282;0.048351;169.457282;169.505633;1;0.048351
171.000692;0.297323;171.000692;171.298014;1;0.297323
171.677532;0.005062;171.677532;171.682595;1;0.005062
171.766204;0.053455;171.766204;171.819658;1;0.053455
171.952677;0.030320;171.952677;171.982996;1;0.030320
172.275227;0.077038;172.275227;172.352265;1;0.077038
172.465185;0.110854;172.465185;172.576039;1;0.110854
172.602565;0.183761;172.602565;172.786326;1;0.183761
173.177105;0.388372;173.177105;173.565477;1;0.388372
174.131008;0.107066;174.131008;174.238073;1;0.107066
174.845434;0.008116;174.845434;174.853549;1;0.008116
175.398887;0.191921;175.398887;175.590808;1;0.191921
176.280915;0.019259;176.280915;176.300174;1;0.019259
176.354114;0.105307;176.354114;176.459421;1;0.105307
177.118602;0.036824;177.118602;177.155426;1;0.036824
178.256553;0.224494;178.256553;178.481047;1;0.224494
178.989237;0.256389;178.989237;179.245626;1;0.256389
179.653213;0.031077;179.653213;179.684290;1;0.031077
180.763713;0.193401;180.763713;180.957114;1;0.193401
180.827879;0.219455;180.957114;181.176569;2;0.348691
181.031804;0.066952;181.176569;181.243522;2;0.211718
181.148069;0.151637;181.243522;181.395158;3;0.247089
181.378750;0.197749;181.395158;181.592907;2;0.214157
183.041203;0.030634;183.041203;183.071837;1;0.030634
183.493033;0.117802;183.493033;183.610835;1;0.117802
183.632662;0.034702;183.632662;183.667364;1;0.034702
183.999298;0.047745;183.999298;184.047043;1;0.047745
184.473059;0.509937;184.473059;184.982996;1;0.509937
184.909803;0.014924;184.982996;184.997920;2;0.088117
185.155026;0.025903;185.155026;185.180929;1;0.025903
185.293679;0.071415;185.293679;185.365094;1;0.071415
185.368254;0.128874;185.368254;185.497128;1;0.128874
186.086773;0.076640;186.086773;186.163413;1;0.076640
187.212516;0.101774;187.212516;187.314289;1;0.101774
187.296719;0.050114;187.314289;187.364403;2;0.067684
188.425281;0.052391;188.425281;188.477671;1;0.052391
190.129449;0.121603;190.129449;190.251052;1;0.121603
190.285236;0.184358;190.285236;190.469594;1;0.184358
190.830943;0.165472;190.830943;190.996415;1;0.165472
191.591678;0.071188;191.591678;191.662866;1;0.071188
191.864487;0.378701;191.864487;192.243189;1;0.378701
192.232160;0.261014;192.243189;192.504202;2;0.272042
192.846093;0.059944;192.846093;192.906037;1;0.059944
192.847765;0.339360;192.906037;193.245397;2;0.397632
194.329630;0.542338;194.329630;194.871968;1;0.542338
194.364020;0.394279;194.871968;195.266246;2;0.902227
194.533644;0.083828;195.266246;195.350074;3;0.816429
194.976831;0.001690;195.350074;195.351764;3;0.374933
195.364703;0.051002;195.364703;195.415705;1;0.051002
195.552314;0.089349;195.552314;195.641663;1;0.089349
195.828117;0.087413;195.828117;195.915530;1;0.087413
196.082733;0.141361;196.082733;196.224094;1;0.141361
196.136642;0.200602;196.224094;196.424696;2;0.288054
196.579532;0.080253;196.579532;196.659785;1;0.080253
197.198361;0.026255;197.198361;197.224616;1;0.026255
197.856989;0.191377;197.856989;198.048366;1;0.191377
198.210288;0.388407;198.210288;198.598695;1;0.388407
199.316026;0.208102;199.316026;199.524128;1;0.208102
