Llegada_Acumulada;Tiempo_Servicio;Tiempo_Entrada;Tiempo_Salida;Elementos_Sistema;Tiempo_Sistema
15.436585;6.922468;15.436585;22.359053;1;6.922468
17.026040;1.733627;22.359053;24.092680;2;7.066640
17.530514;2.393269;24.092680;26.485949;3;8.955435
18.721882;0.719045;26.485949;27.204994;4;8.483112
19.042397;0.788704;27.204994;27.993698;5;8.951301
19.770372;0.184774;27.993698;28.178472;6;8.408100
19.805728;0.565529;28.178472;28.744001;7;8.938274
20.099136;2.979231;28.744001;31.723232;8;11.624096
20.231737;3.967810;31.723232;35.691043;9;15.459305
20.920187;1.210000;35.691043;36.901043;10;15.980856
20.986392;0.631945;36.901043;37.532988;11;16.546596
21.027941;0.662752;37.532988;38.195740;12;17.167798
21.133037;1.669080;38.195740;39.864820;13;18.731783
21.193379;0.561042;39.864820;40.425862;14;19.232484
22.476820;0.204231;40.425862;40.630093;14;18.153274
22.484432;2.134094;40.630093;42.764188;15;20.279756
22.540509;0.242730;42.764188;43.006917;16;20.466408
23.687241;1.373139;43.006917;44.380056;17;20.692815
25.647227;0.971863;44.380056;45.351919;17;19.704692
25.840884;0.384306;45.351919;45.736225;18;19.895341
25.982924;5.078467;45.736225;50.814692;19;24.831768
26.218401;2.067810;50.814692;52.882502;20;26.664101
26.459398;0.260160;52.882502;53.142662;21;26.683263
27.298964;0.699725;53.142662;53.842387;20;26.543423
27.636127;1.152206;53.842387;54.994593;21;27.358466
27.813250;1.001722;54.994593;55.996315;22;28.183065
27.879266;0.991568;55.996315;56.987883;23;29.108617
28.201204;0.849019;56.987883;57.836901;22;29.635697
28.506764;0.403499;57.836901;58.240400;23;29.733637
29.389395;0.185391;58.240400;58.425792;23;29.036397
29.463700;0.262377;58.425792;58.688168;24;29.224469
30.936415;0.033836;58.688168;58.722005;25;27.785590
31.484297;2.499859;58.722005;61.221864;26;29.737567
32.138381;2.600151;61.221864;63.822015;26;31.683634
32.333996;0.210525;63.822015;64.032541;27;31.698545
32.717703;0.563550;64.032541;64.596090;28;31.878387
33.052220;0.533565;64.596090;65.129655;29;32.077435
33.203613;0.137323;65.129655;65.266978;30;32.063365
33.477732;0.035934;65.266978;65.302912;31;31.825181
34.026744;0.934383;65.302912;66.237296;32;32.210552
34.892751;2.190427;66.237296;68.427722;33;33.534972
34.972436;0.209275;68.427722;68.636998;34;33.664562
34.995517;0.100613;68.636998;68.737610;35;33.742094
35.982462;0.376605;68.737610;69.114215;35;33.131753
37.014296;5.499162;69.114215;74.613377;35;37.599081
40.811970;1.645314;74.613377;76.258691;31;35.446721
41.078523;0.980938;76.258691;77.239629;32;36.161106
42.888462;0.766223;77.239629;78.005852;32;35.117390
43.009279;0.815914;78.005852;78.821766;32;35.812487
43.631843;0.158582;78.821766;78.980348;33;35.348505
43.953097;0.316882;78.980348;79.297230;34;35.344133
44.614636;0.244005;79.297230;79.541235;34;34.926599
44.994232;1.624565;79.541235;81.165800;35;36.171567
45.396633;0.316850;81.165800;81.482650;35;36.086017
45.413881;0.278602;81.482650;81.761252;36;36.347372
45.795604;0.140451;81.761252;81.901703;36;36.106099
46.800416;0.167174;81.901703;82.068877;37;35.268461
48.806678;0.060966;82.068877;82.129843;38;33.323165
49.006856;0.223179;82.129843;82.353023;39;33.346167
49.978554;0.493542;82.353023;82.846565;40;32.868011
50.026653;0.255648;82.846565;83.102212;41;33.075559
50.529126;0.057324;83.102212;83.159536;42;32.630410
50.590311;0.809297;83.159536;83.968833;43;33.378522
51.497226;0.856096;83.968833;84.824929;43;33.327703
51.864363;3.469637;84.824929;88.294566;44;36.430204
52.112799;0.232864;88.294566;88.527431;45;36.414631
52.963311;0.644126;88.527431;89.171557;45;36.208246
53.016681;1.175094;89.171557;90.346651;46;37.329970
53.046224;0.946686;90.346651;91.293337;47;38.247113
53.082234;0.092791;91.293337;91.386128;48;38.303894
53.625005;0.629586;91.386128;92.015714;48;38.390709
53.801861;0.029418;92.015714;92.045132;49;38.243271
53.933789;0.285097;92.045132;92.330229;49;38.396440
55.132984;0.157863;92.330229;92.488092;49;37.355108
56.005485;3.923571;92.488092;96.411663;49;40.406178
56.440364;1.216147;96.411663;97.627810;50;41.187446
56.926487;0.870561;97.627810;98.498371;51;41.571884
57.915116;0.965358;98.498371;99.463730;50;41.548613
58.517470;3.862656;99.463730;103.326386;49;44.808916
59.233529;3.293886;103.326386;106.620271;48;47.386743
59.988191;0.643530;106.620271;107.263801;49;47.275610
60.340270;0.124972;107.263801;107.388772;50;47.048503
60.468471;2.830176;107.388772;110.218948;51;49.750477
61.529431;0.601843;110.218948;110.820791;51;49.291360
62.066027;0.783484;110.820791;111.604274;52;49.538248
62.331437;0.535887;111.604274;112.140162;53;49.808724
63.661589;0.199755;112.140162;112.339916;54;48.678328
64.115799;0.535318;112.339916;112.875235;53;48.759436
64.943119;0.113978;112.875235;112.989213;53;48.046094
65.810812;1.571643;112.989213;114.560856;51;48.750044
66.888983;1.839389;114.560856;116.400245;51;49.511262
66.892674;0.383355;116.400245;116.783600;52;49.890925
66.996928;0.442832;116.783600;117.226432;53;50.229504
67.552256;0.304417;117.226432;117.530849;54;49.978593
67.649362;0.326754;117.530849;117.857603;55;50.208241
67.858651;1.025061;117.857603;118.882664;56;51.024013
68.105500;0.879468;118.882664;119.762132;57;51.656632
68.207812;0.256228;119.762132;120.018360;58;51.810548
68.854559;3.106842;120.018360;123.125202;56;54.270643
69.109105;0.665355;123.125202;123.790557;57;54.681452
69.339952;1.709848;123.790557;125.500405;57;56.160453
69.979119;0.792991;125.500405;126.293397;58;56.314277
70.199935;0.297285;126.293397;126.590682;59;56.390747
70.641297;0.481182;126.590682;127.071864;60;56.430568
70.881696;0.157313;127.071864;127.229177;61;56.347482
71.735064;1.177889;127.229177;128.407067;62;56.672003
73.614110;4.690512;128.407067;133.097579;63;59.483469
73.638993;0.009288;133.097579;133.106867;64;59.467874
74.431512;0.504027;133.106867;133.610894;65;59.179382
74.464767;0.580591;133.610894;134.191485;66;59.726718
74.766543;0.822964;134.191485;135.014450;66;60.247907
75.166072;1.181542;135.014450;136.195992;67;61.029919
75.968761;1.533406;136.195992;137.729397;68;61.760636
77.467672;1.562740;137.729397;139.292137;67;61.824465
77.744744;0.089028;139.292137;139.381165;68;61.636421
78.183748;0.424405;139.381165;139.805570;68;61.621821
78.700581;0.533237;139.805570;140.338807;69;61.638226
79.168897;3.385812;140.338807;143.724619;68;64.555721
